step	train_loss	val_loss	val_f1
32	0.10607095062732697	3.443966441684299	0.00790452709702272
3232	0.05190274051141621	0.3554453380100908	0.14273101820711878
6432	0.030187951917505236	0.17940070766948352	0.26525437968631616
9632	0.021540014410122262	0.1389891871488989	0.3727235831066145
12832	0.017036961482436004	0.12373938033135778	0.4527785204603703
16032	0.014298614571470499	0.11287923481090259	0.504067324679945
19232	0.012528323158238257	0.10182996161579795	0.5404522743223206
22432	0.011218011881521744	0.09431996457206111	0.6064914260439618
25632	0.010258740884500128	0.08976425568992544	0.6227472126680532
28832	0.009453005652596139	0.08696362767985806	0.6020993813210401
32032	0.008774292664302347	0.08467121213424014	0.6503618715628355
35232	0.008149383960626503	0.0833388502068716	0.637517856079839
38432	0.007626913105950712	0.08524014082415933	0.66504359476123
41632	0.007185932981403961	0.0818247000358229	0.6477994091986412
44832	0.006789327747146172	0.08316731958361397	0.6367286019344484
48032	0.00646626100395098	0.0831756061342405	0.6643393512295286
51232	0.0061934996429988	0.08809011126096863	0.6790282005521263
54432	0.005933711896088948	0.07944790300228732	0.6706120494233827
57632	0.005706919194960272	0.0804847830477158	0.6821932611313396
60832	0.0054980883946047525	0.08030393913834852	0.6660503885344831
64032	0.005341796627856846	0.07895699516301848	0.6871130961628968
67232	0.005167090789716952	0.07844602982704228	0.6738163329306904
70432	0.005003200963429832	0.07925178417500262	0.6523190602591391
73632	0.004861668536339692	0.07754570415123688	0.6879105406901438
76832	0.0047145064435919135	0.07947565646765874	0.6819779261781492
80032	0.004620503522203638	0.07767870152763093	0.6362700937700448
83232	0.004528583432475912	0.07463832507654299	0.6737071712104672
86432	0.004426340679312892	0.07488353497831633	0.6963588394081117
89632	0.004357531057710487	0.07049955532851594	0.7062350316607743
92832	0.004291694583807288	0.07189151807370474	0.6927470596383585
96032	0.0042216866671189795	0.07202533447069295	0.7053291847997594
99232	0.004159049329559866	0.0703941126813346	0.7098269368997945
102432	0.004100812406137528	0.07128637071361231	0.7428986831670751
105632	0.0040458697885694134	0.07025482131760082	0.7395072986362325
108832	0.003991284576590441	0.06991552262699512	0.7473152208900404
112032	0.003934884995758746	0.06998203007493452	0.740706930166915
115232	0.003876678643214451	0.06907570008714965	0.752621138809676
118432	0.0038322644628996385	0.06671350910990965	0.7562160605177546
121632	0.0037967140939035773	0.06721852482732232	0.7668607797121915
124832	0.003765768449664831	0.06692794044039141	0.7642294440332895
128032	0.003726364915262441	0.0660134388340844	0.7732049241562557
131232	0.00369368450874197	0.06465403661612952	0.7652390157289859
4135	0.11730643806138956	0.06397292389694173	0.7630153772356327
7335	0.06684337611006727	0.0670833153492221	0.7650202076661275
10535	0.04717631976462292	0.0691819072811779	0.7574475582973679
13735	0.03647493073181258	0.06982188609149126	0.773285524700489
16935	0.029837244751303345	0.06649321191317854	0.7809634026228933
20135	0.02533509475560033	0.06486735015528433	0.783494937527656
23335	0.022093957053585838	0.064156262478183	0.7855727520946804
26535	0.019621726384224793	0.06614618567426708	0.7867056082791667
29735	0.017725613034954846	0.06756780815417887	0.7888430991157259
32935	0.016166568365171004	0.06445571393742214	0.7879968154905639
36135	0.01487078053975792	0.06512402814901914	0.7770188822534262
39335	0.013735985264410097	0.06707561059539945	0.7920017223731257
42535	0.012776102679528176	0.06743902437090256	0.7989943671901831
45735	0.011959708066627862	0.06557190974586104	0.7862411066347795
48935	0.01123276322839215	0.06716143140264334	0.7792340541064844
52135	0.010607931980642776	0.06953976676094965	0.7957156669928167
55335	0.010062617394099986	0.06840851757590083	0.7966279672631885
58535	0.009569875732610734	0.06662696589294596	0.7761591010270135
61735	0.009127914815931774	0.06772983184555857	0.7790560204518815
64935	0.008727237574975476	0.06628419537883302	0.7852716699418678
68135	0.00838840244766655	0.06903732054255046	0.7845890572732641
71335	0.00805928461985688	0.06689843005041426	0.7690754349535972
74535	0.007752051292574851	0.06999232596218528	0.7761662227398528
77735	0.007473650253327087	0.0671787579164007	0.7912479726604573
80935	0.007207838389417389	0.06721091455440482	0.7942122795040273
84135	0.006986401191541463	0.07169216338655826	0.753854940510778
87335	0.006780085064047921	0.06475062588194375	0.7926063610651112
90535	0.006578112125026581	0.06441607817165103	0.7994232294256947
93735	0.006407680470562761	0.06215938859570183	0.7956726651245911
96935	0.00624608371782683	0.06476356975142399	0.7906372533976347
100135	0.0060892208558697	0.0688889596266781	0.8018845162491232
103335	0.005946788496041698	0.06380187955001446	0.8071485486320652
106535	0.005814160860260678	0.06617943399071105	0.7937606776583678
109735	0.005688116051233296	0.06518386209612353	0.7973669743583989
112935	0.005569233786723321	0.06570398031627726	0.805407498803485
116135	0.005452142190281895	0.06454961161949757	0.8012527283443186
119335	0.005337371456257958	0.06611871494381502	0.8065993890637725
122535	0.0052375255506075845	0.06397501757272227	0.8083329431764396
125735	0.005148623872978005	0.06290596520567229	0.81458114233951
128935	0.005065532286390982	0.06475727145467498	0.8125228448032407
132135	0.004980330997022775	0.06434089533365595	0.8068293300687149
135335	0.00490349444560354	0.06278654382533265	0.805366287792121
8238	0.08058505937068383	0.06156990602798578	0.8035024286318226
11438	0.05832982987353051	0.06583297767038285	0.8008804998961386
14638	0.045910603277973625	0.0670163650546753	0.8101752179019398
17838	0.037826262223797424	0.06647112401230461	0.8138716636537401
21038	0.03221202026552627	0.065409668057714	0.8149054288529723
24238	0.0280892902031184	0.0635496015033229	0.8065892815481578
27438	0.024949171176022137	0.06544104719318479	0.8037761660152338
30638	0.02245020364478263	0.06803521763936836	0.8016705308935388
33838	0.020464389561130534	0.07160670434866377	0.8074411780308813
37038	0.018800202330276523	0.06502585350190876	0.808623403965987
40238	0.017391448203544692	0.06545698019965474	0.8055269767756345
43438	0.016155769361019437	0.07019474444337657	0.8170332559233133
46638	0.015085970315894315	0.06773758813108864	0.8142705069776708
49838	0.014166130031706645	0.06644038374233469	0.811524233258374
53038	0.013346146522287735	0.06641687312096241	0.8114788050739922
56238	0.01262393246641313	0.0688991546322234	0.8173027582149105
59438	0.011985025992150511	0.06623639026520589	0.8153948710960721
62638	0.011409287564684208	0.06840364641242626	0.813680571008388
65838	0.010889403083484725	0.06693857471158159	0.8164059171438135
69038	0.010417892088583241	0.06756622302364086	0.8117665409194371
72238	0.010001191161437627	0.07711739714673156	0.8085613795042624
75438	0.00960821272773707	0.0705316719639008	0.8112917072318979
78638	0.00924248978545693	0.0686897272416563	0.811770411377279
81838	0.008906848364459874	0.06701999645839948	0.8152593476310808
85038	0.008588146076750638	0.06738633682069026	0.8196975917414763
88238	0.008310131351481466	0.06870904068855595	0.8141756035401913
91438	0.008052425889753669	0.06575363497118163	0.8136078190148063
94638	0.00780312273156923	0.06670026599995059	0.8133502113693012
97838	0.007585214213224233	0.06318423676723886	0.8139859542438954
101038	0.007378821488199447	0.06811285464362682	0.8129335269232336
104238	0.007180353677511654	0.0692975917241271	0.8097951437032753
107438	0.006997807433548263	0.06485728553387829	0.8179441531538721
110638	0.006826194294113526	0.06811532408242309	0.815797699059338
113838	0.006663727932045335	0.06677033219381633	0.8119567833707401
117038	0.006509874920971543	0.06812293364765798	0.8072178182278326
120238	0.00636071435756289	0.06533205827762106	0.8155103632295881
123438	0.006216852811456331	0.06742783563917767	0.810605700510402
126638	0.00608714512382447	0.06856613565457814	0.8163234399413024
129838	0.005968939938428281	0.06677691296281267	0.8190338853959102
133038	0.005857214606929772	0.06796367662778618	0.8094871768992928
136238	0.005745519419209986	0.06843808944837225	0.8203476897003089
139438	0.005642937305080377	0.06678377778122299	0.8198382104397616
12341	0.06377250782856875	0.0659593885828474	0.8205798840527261
15541	0.05078082712327798	0.06756542198512917	0.824941544376792
18741	0.042301253852754475	0.06714506925174016	0.8167914011497289
21941	0.03621726235249182	0.07121496986562376	0.8127339768343311
25141	0.03169238297603047	0.0695414049335307	0.814113558918437
28341	0.028189773215849607	0.06918320911922846	0.8285591217523707
31541	0.025414207678548528	0.06816738659173766	0.8295986050499724
34741	0.023135858702840628	0.07021894998536182	0.8172785070890386
37941	0.021279328035355795	0.07482900650519152	0.81892408977676
41141	0.019692989978473276	0.07197626313915363	0.8273128094955429
44341	0.018327409686281732	0.07248681079613074	0.8212297583828188
47541	0.01712145488145886	0.07521875767599152	0.821957664056644
50741	0.01606617098914198	0.07581416788405683	0.8194083003766054
53941	0.015143218662752173	0.07281555539756364	0.8167650297225011
57141	0.014316890509221507	0.07125104491196783	0.8221226907732526
60341	0.013580005811183947	0.0745998760318832	0.8311078565315003
63541	0.012921159870827242	0.07174619768969043	0.8253656657079034
66741	0.012326453463270557	0.07380860946894592	0.8273025328811162
69941	0.011785098821761597	0.07223628718132738	0.8296901266247024
73141	0.011291329058940237	0.07725780273036084	0.8257020692102449
76341	0.010847569808796614	0.07909162703322403	0.8291129947142547
79541	0.010432578920587965	0.07391500607785109	0.8226880351681557
82741	0.010044599619106637	0.07591216950747684	0.8146591595551635
85941	0.009684231344148862	0.07901342768906516	0.8160806781257622
89141	0.009348426935942615	0.07545288100105221	0.8154408555609421
92341	0.009046937633270427	0.07163844777218503	0.8209677112164441
95541	0.008764849326450691	0.07298236515406577	0.8187976312055855
98741	0.00849472989048452	0.07206448242880702	0.8256254889928824
101941	0.00825426932822849	0.06762598955038877	0.8240122925024477
105141	0.008026773387666808	0.07230165439576626	0.8196684635479062
108341	0.007808522956296727	0.07457096696675612	0.8237993683720473
111541	0.007607306659654175	0.07071809215821984	0.8260061371897243
