step	train_loss	val_loss	val_f1
32	0.10881993919610977	3.485034146968849	0.007332807485436327
3232	0.06402263897332815	0.7280924896515368	0.02955797521685041
6432	0.03966193502092391	0.33776690484138955	0.09686338867408704
9632	0.02923347250762646	0.2403466726923779	0.1827962557134677
12832	0.023492641026442152	0.19191334297114412	0.25407161384400884
16032	0.01981944460077899	0.16046323590924633	0.29955571775011286
19232	0.017349238786768917	0.13933630310884926	0.36049995833127124
22432	0.0155073422671212	0.12453542420273868	0.385520675600883
25632	0.014121023413827516	0.11246392526981543	0.4582059985616989
28832	0.012955570053779515	0.10534437034155658	0.46114026977525957
32032	0.011980535204256685	0.0975083072722452	0.5494468839265824
35232	0.01108971702727002	0.09501706818790405	0.5171661897415291
38432	0.010342215897729054	0.10316463587097606	0.5383397262279707
41632	0.009706307533524607	0.09377613009024434	0.5345696984829642
44832	0.00913890531009228	0.09193355133702531	0.5768214860507507
48032	0.00867047440536951	0.09349896430017945	0.5595804859976139
51232	0.008271579572769762	0.09213119258715628	0.6036779559792075
54432	0.007899694874447458	0.08629810893599518	0.5805689877059925
57632	0.007569826285917057	0.08637842419511887	0.6076046250653043
60832	0.007269259734015829	0.08494481730472739	0.6044672941094743
64032	0.007023552431481808	0.08255026066316325	0.6261042336916742
67232	0.006774843077844167	0.08370156317756858	0.5949996073567496
70432	0.006542377345908738	0.08860368180664195	0.5759230558893115
73632	0.006337363561809247	0.0824825323711478	0.6026134512560344
76832	0.00613121927228867	0.08590661788170478	0.6187706670543759
80032	0.005986430273048577	0.08166751705226262	0.6310656033452534
83232	0.005845570850019058	0.0777367088039629	0.6355230337794333
86432	0.0056978766372937145	0.07882201020763806	0.6378889946379027
89632	0.005586831356031851	0.07405637919024127	0.6586432992811561
92832	0.005482912876679999	0.07482593244152257	0.6689585009630478
96032	0.005377019167879596	0.07411746847212722	0.6471032531493944
99232	0.0052810100823075	0.07429672454957638	0.6688054390789303
102432	0.0051905335447137374	0.07317278061613992	0.6758320023938752
105632	0.005104170158392304	0.07367597768386394	0.6958997964810147
108832	0.005022090593412405	0.07274193413143516	0.6898756164611507
112032	0.004939646764937177	0.07173165172196881	0.6942917743763978
115232	0.004855554898919797	0.07131690913756862	0.6847419529661136
118432	0.004787085298657978	0.06837341802187452	0.7059974260738668
121632	0.004728241951070198	0.0680892085166354	0.7132001430304122
124832	0.004673960790541044	0.0693967189280349	0.7051184816186155
128032	0.004612460780087447	0.06769230392930364	0.7114524561277734
131232	0.004559697013245325	0.06606566718712333	0.7181057624380662
4135	0.14479217868210453	0.06580235827423733	0.7137642816434134
7335	0.08237618765264912	0.06789586177916351	0.7171282233356883
10535	0.05801356286721018	0.0704439529399324	0.7183340786582774
13735	0.044810880522739	0.06871445044025518	0.7214416187087219
16935	0.0366153877946857	0.06779981686572088	0.7228423503240164
20135	0.031051080905699833	0.06640294478565353	0.7262964305963848
23335	0.027037037077435884	0.06511180581013012	0.7083390892054592
26535	0.023972765085899322	0.06587857019735344	0.7525852169454974
29735	0.021619383867916796	0.06789938819079096	0.7641696492670983
32935	0.01968414330721683	0.06606240829291297	0.7565551122853756
36135	0.018077345166085525	0.06675170161434564	0.7491225248731666
39335	0.016686880976432613	0.06777041294606544	0.756075267751457
42535	0.015508382620131836	0.06899932014835784	0.7610439341794136
45735	0.014502261441461217	0.06863286341567747	0.7642725649578768
