step	train_loss	val_loss	val_f1
32	0.07569263130426407	2.4472978008188466	0.02406951571680873
3232	0.03538435331481223	0.17620548686524581	0.4316254429304172
6432	0.019733022261336816	0.07839776608606412	0.7744994233663579
9632	0.013770258829981534	0.06158248501780786	0.8247747353031104
12832	0.010810748578244914	0.060660256923414174	0.7989667873055022
16032	0.009023425056882103	0.05368607357411226	0.8351056641931223
19232	0.007805780061187855	0.050749371888036125	0.851915431011408
22432	0.0069268897339617285	0.04801866620212619	0.863244698760469
25632	0.006264643173584291	0.04558552809029665	0.8671548830211961
28832	0.0057342071121054125	0.04423650926057082	0.865504813511064
32032	0.005317761971701083	0.043846293789839286	0.8542601681355364
35232	0.004932575148154043	0.04344002663186927	0.866595865532247
38432	0.004597000443651355	0.04594850067147299	0.8689698352261682
41632	0.004327805577791643	0.042772513829701764	0.8587864730478281
44832	0.004079688322866596	0.04554920549709604	0.8337798214942381
48032	0.0038767394898586898	0.042521373629315844	0.8717906159396968
51232	0.0037158688641196758	0.043797509117073745	0.8706720834204252
54432	0.0035641589416651066	0.04175607124220972	0.873217706254862
57632	0.0034297290464894627	0.04047162178109562	0.8721265653792727
60832	0.0033071539600850602	0.03973793427162163	0.8664526063420607
64032	0.0032116904714102326	0.045805944190641996	0.8720667624461901
67232	0.0031108330737330972	0.04126560067954032	0.872564680496291
70432	0.003016037691132867	0.04152322680413447	0.8616046797983042
73632	0.002936275093759303	0.03997865012861865	0.8754576070213378
76832	0.002847808211798963	0.04000812176783836	0.8738038209563057
80032	0.002785124300675891	0.04173035909567885	0.8783859188342613
83232	0.002727646615980423	0.037307869327085755	0.8662020383961749
86432	0.002666921201006123	0.0389975605463994	0.8762966244247884
89632	0.0026205975473609457	0.03753434024709431	0.8788271740998649
92832	0.0025769432419290627	0.036716584743002385	0.8804897361232857
96032	0.002530946993322249	0.0370219679671652	0.8826662730505667
99232	0.002488260450441358	0.03611860183087136	0.8766432878587025
102432	0.002448493518096006	0.03827695646216606	0.8816166480707367
105632	0.0024149202405145797	0.036663628979490756	0.8759872548111208
108832	0.0023811287187876324	0.035955715389399415	0.8829099236427086
112032	0.0023446236811463473	0.03585436397704585	0.8848084604843816
115232	0.00230624639683461	0.03617586346241495	0.8848718404604523
118432	0.0022749086551378333	0.03479006756088001	0.8839117680576405
121632	0.002247290340464485	0.03460253136923271	0.8869196137820906
124832	0.0022213878709921313	0.035302058458314634	0.8850566195883279
128032	0.002194674187762615	0.03386423081900747	0.8834436194462003
131232	0.0021725873308675063	0.035233127124690164	0.8891239722145244
4135	0.0689760393237283	0.03301401670260144	0.8892174934571314
7335	0.039335416096161695	0.035187720297291135	0.8895167889482548
10535	0.02771774768936755	0.036484029639437865	0.8895344353365793
13735	0.021399316024242027	0.03488632026546023	0.8895833563413608
16935	0.01749395887860448	0.03570230140454693	0.8926425389556336
20135	0.014855709774657872	0.03430281416076185	0.8819552412365422
23335	0.0129334696928845	0.034048015556806976	0.8918034865942104
26535	0.01147213431348277	0.03410046992219393	0.8910676572546866
29735	0.01032983484479162	0.03517075669502415	0.8914217011370925
32935	0.009401579728510237	0.034329504114925156	0.8898416232779902
36135	0.008638880594361095	0.03599046561672973	0.8911894822707971
39335	0.00798162369806489	0.037700516617501546	0.8909795090949497
42535	0.007417596918466855	0.035667565864041996	0.891188952147482
45735	0.006943908280224406	0.03489150364915468	0.8889055531430317
48935	0.006520791544077933	0.03627917668109326	0.8640062083702413
52135	0.006155972251974108	0.03557053166584585	0.8925696492069549
55335	0.0058388701360917806	0.036938873766971386	0.8883460339739792
58535	0.005554009054829441	0.03593024788456143	0.8873341288356308
61735	0.0052985221069133445	0.03484660443476788	0.8845610908096367
64935	0.00506513331420132	0.03565835508814746	0.8869798213762419
68135	0.004868917517446328	0.035508688691877316	0.8873291325444549
71335	0.004678941373333315	0.0371544320344177	0.8859115029166733
74535	0.004502824049471917	0.03710889541999016	0.8878100665812909
77735	0.004344258160721931	0.03616615591006132	0.8902549287968803
80935	0.004190192097072859	0.03484927084420392	0.8914229276755244
84135	0.004058413371353353	0.03559348165627422	0.8909658136714217
87335	0.003938218697185348	0.03332647580518859	0.8891456482265074
90535	0.0038224862494149682	0.033924553704222926	0.8893956570311662
93735	0.0037211989170670154	0.034068855053185146	0.8922843701746196
96935	0.0036253424511723696	0.034912447347401024	0.891725578900192
100135	0.003531614116794249	0.03400321395181689	0.891991734885099
103335	0.003446536114598701	0.033065102023973905	0.8928827287894552
106535	0.0033654106515544186	0.0346582636812867	0.8941775474864232
109735	0.0032901580874484374	0.03428198400989028	0.8926650842009232
112935	0.0032197581369279803	0.0327118299723345	0.8947102193908435
116135	0.0031492482085278147	0.032783966844224736	0.8900555868430614
119335	0.003080067028067375	0.03368899259377238	0.8971296423234201
122535	0.003017755791597177	0.03382799320144635	0.8946180471383894
125735	0.0029598653175044415	0.03373297707045625	0.8955639451839338
128935	0.002906985695495709	0.03301610821079904	0.894712437441503
132135	0.0028555906432693808	0.0331173991128284	0.8904839332000989
135335	0.002808255511580885	0.037227883961639	0.8942592041607593
8238	0.04614428641817518	0.035142730744104	0.8952430358687878
11438	0.03339194643847448	0.03404793833146647	0.8978671508700508
14638	0.026253041010538394	0.03647911123324142	0.8968268534169493
17838	0.02160962858672601	0.033818979495133274	0.893789621704677
21038	0.01838878388256582	0.034856981596309004	0.8982724338478678
24238	0.016037839182516424	0.034235886377035084	0.8960599901787328
27438	0.014230730515612333	0.03540750984209145	0.8984509630266452
30638	0.012798255968368215	0.03511810364941685	0.8981177285850197
33838	0.011645092596758857	0.03506921007664199	0.8981435246823893
37038	0.010679898442207077	0.03567026118027613	0.8961394240037639
40238	0.009872042044786656	0.03602028798201207	0.8953801482084057
43438	0.009166810071255048	0.03843473353495569	0.8970265874821266
46638	0.008557350355826526	0.0377850064450805	0.8967676019653009
49838	0.008033055236455512	0.0365307230412616	0.8970918544742686
53038	0.007566698184097801	0.03560127767451814	0.8889238946003882
56238	0.007155824740171047	0.03696896962696218	0.8956020935237446
59438	0.0067911996789857395	0.03735430708761394	0.8968130916487076
62638	0.00646495668762019	0.03674431249040241	0.8924131498041441
65838	0.00616948930361921	0.036792838761944245	0.8930057573418789
69038	0.005900435210481089	0.03677217263680044	0.894815900904737
72238	0.005663278975408117	0.03806083436541806	0.8950483039107859
75438	0.005441418875846795	0.03672013038250375	0.8958462534389338
78638	0.005234570666769878	0.03668115703701872	0.8932587044568853
81838	0.0050461062989978975	0.03679708009560776	0.8956242577186617
85038	0.0048665389638554634	0.03671864564971364	0.8956308177229836
88238	0.004708512664784169	0.0350624461508298	0.8950178236138712
91438	0.0045622220993252844	0.034382639560266624	0.8966351011555158
94638	0.004420936584482961	0.034725166155119766	0.8944155488835125
97838	0.004295579626725295	0.03410442049758505	0.8949117455330812
101038	0.004176878081045715	0.0341706616486528	0.8944482636762191
104238	0.004062884514015021	0.03448618904026643	0.8949315056511268
107438	0.003958418555187297	0.03445730502116966	0.8962548584468639
110638	0.0038597044570795867	0.03454687480032299	0.897322569545759
113838	0.0037665068928634093	0.035316343770088306	0.8971356469934103
